DATE        ,TIME            ,Steam Pressure Leaving Plant,Steam Flow Leaving the Plant,USU.Outside_Air_Temp ,USU.Facilities_Steam_Pressure 
7/13/2024,7:00:00 AM,90.68,14534.65,66.16,71.11
7/13/2024,6:00:00 AM,90.72,13527.65,67.14,71.01
7/13/2024,5:00:00 AM,90.73,13041.97,68.00,71.08
7/13/2024,4:00:00 AM,90.73,13153.50,68.50,71.07
7/13/2024,3:00:00 AM,90.68,14528.01,69.32,70.40
7/13/2024,2:00:00 AM,90.69,13479.74,70.45,70.73
7/13/2024,1:00:00 AM,90.59,12871.44,70.65,70.54
7/13/2024,12:00:00 AM,90.84,12113.79,76.97,70.31
7/12/2024,11:00:00 PM,90.67,12979.48,78.29,69.98
7/12/2024,10:00:00 PM,90.82,12235.59,77.21,69.82
7/12/2024,9:00:00 PM,90.71,12205.85,78.23,69.22
7/12/2024,8:00:00 PM,90.69,11849.99,83.52,69.68
7/12/2024,7:00:00 PM,90.80,11656.17,86.09,70.06
7/12/2024,6:00:00 PM,90.83,11887.14,87.00,70.73
7/12/2024,5:00:00 PM,90.78,12069.22,86.84,70.95
7/12/2024,4:00:00 PM,90.77,11930.61,86.34,70.31
7/12/2024,3:00:00 PM,90.78,11980.83,87.75,71.12
7/12/2024,2:00:00 PM,90.80,12124.93,90.72,71.14
7/12/2024,1:00:00 PM,90.77,12341.71,89.74,71.70
7/12/2024,12:00:00 PM,90.73,12658.89,86.26,71.89
7/12/2024,11:00:00 AM,90.74,12833.17,84.02,71.86
7/12/2024,10:00:00 AM,90.73,13628.22,80.07,72.29
7/12/2024,9:00:00 AM,90.68,14298.35,69.46,71.95
7/12/2024,8:00:00 AM,90.67,14969.42,64.84,71.75
7/12/2024,7:00:00 AM,90.66,15765.88,62.50,70.74
7/12/2024,6:00:00 AM,90.70,14180.65,66.03,71.43
7/12/2024,5:00:00 AM,90.69,14105.61,67.57,71.91
7/12/2024,4:00:00 AM,90.73,13135.34,68.42,71.65
7/12/2024,3:00:00 AM,90.70,13639.10,70.34,71.38
7/12/2024,2:00:00 AM,90.68,13784.98,72.38,71.11
7/12/2024,1:00:00 AM,90.71,12549.83,74.21,70.70
7/12/2024,12:00:00 AM,90.70,12751.45,76.38,69.95
7/11/2024,11:00:00 PM,90.70,12887.41,79.04,69.95
7/11/2024,10:00:00 PM,90.69,12417.85,80.39,69.45
7/11/2024,9:00:00 PM,90.67,12473.10,80.94,69.08
7/11/2024,8:00:00 PM,90.78,11653.60,85.59,68.91
7/11/2024,7:00:00 PM,90.83,11879.42,86.68,69.60
7/11/2024,6:00:00 PM,90.68,11830.14,86.04,70.08
7/11/2024,5:00:00 PM,90.86,11593.58,86.43,69.97
7/11/2024,4:00:00 PM,90.80,12319.54,87.00,69.32
7/11/2024,3:00:00 PM,90.77,12226.35,87.88,69.36
7/11/2024,2:00:00 PM,90.76,12609.21,90.61,70.06
7/11/2024,1:00:00 PM,90.73,12714.74,89.33,70.53
7/11/2024,12:00:00 PM,90.76,12385.35,86.23,71.25
7/11/2024,11:00:00 AM,90.72,14460.87,83.44,71.52
7/11/2024,10:00:00 AM,90.73,13061.40,79.89,72.01
7/11/2024,9:00:00 AM,90.75,13178.61,69.53,72.28
7/11/2024,8:00:00 AM,90.76,13601.90,64.81,71.93
7/11/2024,7:00:00 AM,90.67,15287.43,62.25,71.42
7/11/2024,6:00:00 AM,90.70,13851.21,n/a                  ,71.86
7/11/2024,5:00:00 AM,90.68,14345.73,66.32,71.81
7/11/2024,4:00:00 AM,90.68,14110.17,66.18,71.87
7/11/2024,3:00:00 AM,90.71,13313.15,67.98,71.33
7/11/2024,2:00:00 AM,90.69,13965.47,69.45,70.88
7/11/2024,1:00:00 AM,90.71,12681.90,69.67,70.61
7/11/2024,12:00:00 AM,90.71,13120.40,74.08,70.28
7/10/2024,11:00:00 PM,90.69,12991.47,77.34,70.60
7/10/2024,10:00:00 PM,90.72,12729.34,79.67,70.59
7/10/2024,9:00:00 PM,90.72,12676.97,77.83,70.61
7/10/2024,8:00:00 PM,90.74,11461.36,79.76,69.86
7/10/2024,7:00:00 PM,90.69,11978.78,81.00,69.42
7/10/2024,6:00:00 PM,90.82,12022.91,n/a                  ,n/a                           
7/10/2024,5:00:00 PM,90.76,12096.11,n/a                  ,n/a                           
7/10/2024,4:00:00 PM,90.78,12493.94,84.38,70.98
7/10/2024,3:00:00 PM,90.73,12915.55,86.26,71.25
7/10/2024,2:00:00 PM,90.75,12396.43,88.92,71.71
7/10/2024,1:00:00 PM,90.75,12103.45,88.74,72.28
7/10/2024,12:00:00 PM,90.73,12489.79,86.02,72.86
7/10/2024,11:00:00 AM,90.71,13161.27,83.13,73.12
7/10/2024,10:00:00 AM,90.69,14176.30,78.38,72.78
7/10/2024,9:00:00 AM,90.67,14594.31,68.11,72.53
7/10/2024,8:00:00 AM,90.67,14958.08,63.71,72.73
7/10/2024,7:00:00 AM,90.62,15590.59,63.00,71.82
7/10/2024,6:00:00 AM,90.68,14300.60,63.83,71.89
7/10/2024,5:00:00 AM,90.70,13737.10,65.60,72.13
7/10/2024,4:00:00 AM,90.71,12755.83,65.54,72.14
7/10/2024,3:00:00 AM,90.74,13175.44,66.38,72.15
7/10/2024,2:00:00 AM,90.69,13679.52,68.38,71.83
7/10/2024,1:00:00 AM,90.67,14481.90,70.41,71.73
7/10/2024,12:00:00 AM,90.69,13148.08,72.51,70.83
7/9/2024,11:00:00 PM,90.66,13410.49,74.44,70.58
7/9/2024,10:00:00 PM,90.70,13730.86,75.79,70.04
7/9/2024,9:00:00 PM,90.73,12478.28,74.68,70.10
7/9/2024,8:00:00 PM,90.74,11941.92,78.03,70.27
7/9/2024,7:00:00 PM,90.76,12183.72,80.47,70.48
7/9/2024,6:00:00 PM,90.74,12337.87,81.38,70.68
7/9/2024,5:00:00 PM,90.79,11907.51,82.00,70.64
7/9/2024,4:00:00 PM,90.75,12099.24,82.16,70.59
7/9/2024,3:00:00 PM,90.73,12529.78,83.88,70.86
7/9/2024,2:00:00 PM,90.74,12712.65,87.58,71.28
7/9/2024,1:00:00 PM,90.75,12583.22,86.45,71.14
7/9/2024,12:00:00 PM,90.71,13630.50,83.45,70.74
7/9/2024,11:00:00 AM,90.66,14672.01,80.80,70.95
7/9/2024,10:00:00 AM,90.68,14465.36,77.19,70.90
7/9/2024,9:00:00 AM,90.67,14815.33,66.29,71.47
7/9/2024,8:00:00 AM,90.59,16918.47,60.57,71.56
7/9/2024,7:00:00 AM,90.58,17033.12,60.00,71.16
7/9/2024,6:00:00 AM,90.65,14859.39,60.74,71.68
7/9/2024,5:00:00 AM,90.67,14224.44,61.74,71.93
7/9/2024,4:00:00 AM,90.70,12965.85,63.24,72.08
7/9/2024,3:00:00 AM,90.74,12954.78,64.00,71.83
7/9/2024,2:00:00 AM,90.68,14249.48,65.13,71.78
7/9/2024,1:00:00 AM,90.70,13392.90,65.13,71.96
7/9/2024,12:00:00 AM,90.67,14308.02,69.71,71.53
7/8/2024,11:00:00 PM,90.70,13336.35,72.07,70.58
7/8/2024,10:00:00 PM,90.68,14110.23,72.41,69.88
7/8/2024,9:00:00 PM,90.70,12895.39,73.56,69.66
7/8/2024,8:00:00 PM,90.76,12049.97,76.43,69.69
7/8/2024,7:00:00 PM,90.78,11873.22,78.59,70.55
7/8/2024,6:00:00 PM,90.80,11883.85,79.00,71.24
7/8/2024,5:00:00 PM,90.76,12174.67,79.00,71.77
7/8/2024,4:00:00 PM,90.70,12526.89,79.00,70.34
7/8/2024,3:00:00 PM,90.78,12325.92,79.83,70.13
7/8/2024,2:00:00 PM,90.77,12411.10,83.32,70.27
7/8/2024,1:00:00 PM,90.72,13233.07,82.86,70.88
7/8/2024,12:00:00 PM,90.71,14021.86,79.46,70.91
7/8/2024,11:00:00 AM,90.68,15160.82,74.98,71.70
7/8/2024,10:00:00 AM,90.70,14694.20,72.63,72.13
7/8/2024,9:00:00 AM,90.64,15843.60,64.15,72.38
7/8/2024,8:00:00 AM,90.59,17105.02,58.63,71.73
7/8/2024,7:00:00 AM,90.57,17412.26,58.26,71.17
7/8/2024,6:00:00 AM,90.65,14985.44,59.78,70.83
7/8/2024,5:00:00 AM,90.67,14238.79,60.38,71.56
7/8/2024,4:00:00 AM,90.67,14023.25,61.29,71.61
7/8/2024,3:00:00 AM,90.70,13251.61,62.18,71.99
7/8/2024,2:00:00 AM,90.72,13417.18,63.31,71.98
7/8/2024,1:00:00 AM,90.71,13319.82,65.52,71.71
7/8/2024,12:00:00 AM,90.72,13789.51,67.43,71.40
7/7/2024,11:00:00 PM,90.69,14315.50,69.32,70.99
7/7/2024,10:00:00 PM,90.70,13682.59,72.19,70.50
7/7/2024,9:00:00 PM,90.74,12622.83,73.76,70.67
7/7/2024,8:00:00 PM,90.74,12332.09,74.59,70.60
7/7/2024,7:00:00 PM,90.71,11935.07,75.44,69.81
7/7/2024,6:00:00 PM,90.72,11694.27,76.00,70.03
7/7/2024,5:00:00 PM,90.77,11510.97,76.00,70.34
7/7/2024,4:00:00 PM,90.76,11388.97,76.71,70.48
7/7/2024,3:00:00 PM,90.76,11570.13,78.53,71.02
7/7/2024,2:00:00 PM,90.78,11665.44,83.43,71.68
7/7/2024,1:00:00 PM,90.79,12100.64,82.92,71.97
7/7/2024,12:00:00 PM,90.70,12955.01,80.38,71.85
7/7/2024,11:00:00 AM,90.70,13756.06,75.33,71.13
7/7/2024,10:00:00 AM,90.67,13659.84,72.52,71.55
7/7/2024,9:00:00 AM,90.66,14676.88,63.16,71.47
7/7/2024,8:00:00 AM,90.61,16014.56,57.17,71.55
7/7/2024,7:00:00 AM,90.57,16582.61,57.20,71.66
7/7/2024,6:00:00 AM,90.68,14260.24,58.94,71.66
7/7/2024,5:00:00 AM,90.69,14169.94,60.75,71.81
7/7/2024,4:00:00 AM,90.69,14524.96,62.32,71.87
7/7/2024,3:00:00 AM,90.71,13737.99,62.68,71.84
7/7/2024,2:00:00 AM,90.71,13917.35,60.18,71.93
7/7/2024,1:00:00 AM,90.71,13812.50,62.52,71.83
7/7/2024,12:00:00 AM,90.70,14049.17,66.57,70.94
7/6/2024,11:00:00 PM,90.72,13183.42,71.77,70.81
7/6/2024,10:00:00 PM,90.73,13022.10,73.10,70.42
7/6/2024,9:00:00 PM,90.73,12913.67,74.82,70.82
7/6/2024,8:00:00 PM,90.73,12567.64,75.68,70.42
7/6/2024,7:00:00 PM,90.76,12544.12,77.00,70.39
7/6/2024,6:00:00 PM,90.77,12230.13,77.46,70.66
7/6/2024,5:00:00 PM,90.76,12367.27,78.00,70.85
7/6/2024,4:00:00 PM,90.73,12376.27,78.00,71.09
7/6/2024,3:00:00 PM,90.79,12208.41,78.47,71.80
7/6/2024,2:00:00 PM,90.78,12736.88,82.82,72.08
7/6/2024,1:00:00 PM,90.75,12968.07,82.92,72.18
7/6/2024,12:00:00 PM,90.73,13541.21,79.41,71.72
7/6/2024,11:00:00 AM,90.73,14091.53,73.74,71.60
7/6/2024,10:00:00 AM,90.73,13717.50,71.09,71.71
7/6/2024,9:00:00 AM,90.70,15109.95,60.67,71.74
7/6/2024,8:00:00 AM,90.66,16290.03,55.52,71.54
7/6/2024,7:00:00 AM,90.57,17047.92,56.39,71.14
7/6/2024,6:00:00 AM,90.65,14977.94,57.37,71.36
7/6/2024,5:00:00 AM,90.69,14326.95,58.85,71.70
7/6/2024,4:00:00 AM,90.68,14380.85,59.98,71.93
7/6/2024,3:00:00 AM,90.74,13931.08,61.43,71.88
7/6/2024,2:00:00 AM,90.70,14543.42,62.69,71.74
7/6/2024,1:00:00 AM,90.72,14024.13,64.40,71.38
7/6/2024,12:00:00 AM,90.70,14751.47,65.97,71.09
7/5/2024,11:00:00 PM,90.67,15425.01,67.69,71.05
7/5/2024,10:00:00 PM,90.72,14050.67,69.03,69.93
7/5/2024,9:00:00 PM,90.70,13698.48,70.82,70.16
7/5/2024,8:00:00 PM,90.77,12309.52,73.41,70.70
7/5/2024,7:00:00 PM,90.76,12745.81,74.90,70.58
7/5/2024,6:00:00 PM,90.74,12702.26,75.00,70.49
7/5/2024,5:00:00 PM,90.76,12525.66,75.00,69.48
7/5/2024,4:00:00 PM,90.76,12691.99,75.00,68.75
7/5/2024,3:00:00 PM,90.73,13300.42,76.24,68.73
7/5/2024,2:00:00 PM,90.74,13138.60,80.40,69.64
7/5/2024,1:00:00 PM,90.73,14038.91,80.33,70.25
7/5/2024,12:00:00 PM,90.67,15347.61,74.90,70.51
7/5/2024,11:00:00 AM,90.66,15313.15,71.12,70.71
7/5/2024,10:00:00 AM,90.61,16357.81,68.05,70.48
7/5/2024,9:00:00 AM,90.63,18489.61,59.45,70.58
7/5/2024,8:00:00 AM,79.07,25665.21,52.73,58.58
7/5/2024,7:00:00 AM,82.14,23277.67,50.04,63.21
7/5/2024,6:00:00 AM,90.10,18193.42,53.25,70.97
7/5/2024,5:00:00 AM,90.64,16254.90,54.00,71.43
7/5/2024,4:00:00 AM,90.67,15172.83,54.95,71.62
7/5/2024,3:00:00 AM,90.66,15056.08,56.52,71.92
7/5/2024,2:00:00 AM,90.69,14513.56,58.28,71.86
7/5/2024,1:00:00 AM,90.71,14390.56,60.03,71.65
7/5/2024,12:00:00 AM,90.71,14226.64,64.36,71.23
7/4/2024,11:00:00 PM,90.66,15497.90,66.32,71.38
7/4/2024,10:00:00 PM,90.71,14363.99,67.08,71.18
7/4/2024,9:00:00 PM,90.71,13596.33,69.26,70.87
7/4/2024,8:00:00 PM,90.79,12744.04,71.08,71.56
7/4/2024,7:00:00 PM,90.76,13062.38,72.43,71.39
7/4/2024,6:00:00 PM,90.74,13227.69,72.27,71.44
7/4/2024,5:00:00 PM,90.76,12927.19,72.00,71.68
7/4/2024,4:00:00 PM,90.73,13332.63,72.00,71.81
7/4/2024,3:00:00 PM,90.75,13922.51,72.51,72.08
7/4/2024,2:00:00 PM,90.70,14890.51,76.96,72.45
7/4/2024,1:00:00 PM,90.68,15334.87,76.25,71.86
7/4/2024,12:00:00 PM,90.64,16140.90,71.10,72.02
7/4/2024,11:00:00 AM,90.62,16044.69,68.60,71.78
7/4/2024,10:00:00 AM,90.80,16597.06,66.35,71.53
7/4/2024,9:00:00 AM,88.81,18748.93,57.32,69.49
7/4/2024,8:00:00 AM,84.56,23003.81,50.96,64.87
7/4/2024,7:00:00 AM,82.48,21588.60,50.12,63.23
7/4/2024,6:00:00 AM,90.32,18232.58,51.78,71.68
7/4/2024,5:00:00 AM,90.63,16735.85,53.63,72.45
7/4/2024,4:00:00 AM,90.68,16090.23,55.73,72.48
7/4/2024,3:00:00 AM,90.73,14911.86,57.78,72.55
7/4/2024,2:00:00 AM,90.74,14287.75,59.73,72.89
7/4/2024,1:00:00 AM,90.72,15069.13,60.66,73.01
7/4/2024,12:00:00 AM,90.72,14443.42,62.58,72.85
7/3/2024,11:00:00 PM,90.69,14968.08,65.65,72.68
7/3/2024,10:00:00 PM,90.65,16500.38,67.85,72.33
7/3/2024,9:00:00 PM,90.69,15237.87,70.47,72.07
7/3/2024,8:00:00 PM,90.76,13367.57,72.85,72.33
7/3/2024,7:00:00 PM,90.81,12744.53,74.52,73.17
7/3/2024,6:00:00 PM,90.77,12645.69,75.74,73.90
7/3/2024,5:00:00 PM,90.77,12780.76,74.97,73.87
7/3/2024,4:00:00 PM,90.76,12978.35,74.00,73.76
7/3/2024,3:00:00 PM,90.78,13407.97,75.16,73.96
7/3/2024,2:00:00 PM,90.74,13994.90,79.29,74.02
7/3/2024,1:00:00 PM,90.71,14671.51,79.91,74.83
7/3/2024,12:00:00 PM,90.69,14809.20,76.51,75.32
7/3/2024,11:00:00 AM,90.71,14629.92,72.61,75.38
7/3/2024,10:00:00 AM,90.67,15016.08,68.22,75.84
7/3/2024,9:00:00 AM,89.76,17834.91,59.23,75.05
7/3/2024,8:00:00 AM,88.22,19086.43,53.46,72.74
7/3/2024,7:00:00 AM,88.48,20678.65,53.00,72.68
7/3/2024,6:00:00 AM,90.59,17946.53,53.68,74.73
7/3/2024,5:00:00 AM,90.66,16211.15,54.48,75.43
7/3/2024,4:00:00 AM,90.70,14972.50,55.18,75.91
7/3/2024,3:00:00 AM,90.71,15038.42,56.33,75.94
7/3/2024,2:00:00 AM,90.71,15018.28,57.00,75.79
7/3/2024,1:00:00 AM,90.72,14525.81,57.62,75.63
7/3/2024,12:00:00 AM,90.74,14351.14,61.57,75.19
7/2/2024,11:00:00 PM,90.72,14326.23,64.31,74.69
7/2/2024,10:00:00 PM,90.71,15800.62,66.17,74.15
7/2/2024,9:00:00 PM,90.72,14921.01,68.41,73.28
7/2/2024,8:00:00 PM,90.77,13151.90,70.08,73.39
7/2/2024,7:00:00 PM,90.79,12759.72,71.00,73.71
7/2/2024,6:00:00 PM,90.79,13037.13,71.00,73.88
7/2/2024,5:00:00 PM,90.78,13351.78,71.48,74.40
7/2/2024,4:00:00 PM,90.78,13900.53,72.00,74.71
7/2/2024,3:00:00 PM,90.78,13685.21,72.50,74.87
7/2/2024,2:00:00 PM,90.76,14575.45,76.00,74.68
7/2/2024,1:00:00 PM,90.75,14945.00,75.52,75.07
7/2/2024,12:00:00 PM,90.75,14848.00,70.28,75.32
7/2/2024,11:00:00 AM,90.75,15121.14,68.14,75.59
7/2/2024,10:00:00 AM,90.66,17046.40,65.66,75.28
7/2/2024,9:00:00 AM,91.29,17811.58,58.28,75.56
7/2/2024,8:00:00 AM,82.52,23787.03,52.16,67.41
7/2/2024,7:00:00 AM,84.19,20422.82,50.93,69.34
7/2/2024,6:00:00 AM,90.59,17903.79,53.03,75.85
7/2/2024,5:00:00 AM,90.66,16174.54,55.00,76.36
7/2/2024,4:00:00 AM,90.73,14304.99,55.41,76.18
7/2/2024,3:00:00 AM,90.73,14400.60,57.30,75.96
7/2/2024,2:00:00 AM,90.73,14542.21,59.90,75.69
7/2/2024,1:00:00 AM,90.71,14666.06,62.29,75.02
7/2/2024,12:00:00 AM,90.80,13099.43,65.34,75.36
7/1/2024,11:00:00 PM,90.75,14580.80,67.88,74.92
7/1/2024,10:00:00 PM,90.70,15390.75,69.92,74.87
7/1/2024,9:00:00 PM,90.67,15851.58,71.00,74.77
7/1/2024,8:00:00 PM,90.78,13195.55,72.43,73.98
7/1/2024,7:00:00 PM,90.79,12967.30,73.23,73.53
7/1/2024,6:00:00 PM,90.79,12412.40,74.00,73.20
7/1/2024,5:00:00 PM,90.78,13099.67,74.46,73.50
7/1/2024,4:00:00 PM,90.75,13576.60,75.55,73.38
7/1/2024,3:00:00 PM,90.77,13122.90,76.25,74.24
7/1/2024,2:00:00 PM,90.76,13203.93,79.90,73.73
7/1/2024,1:00:00 PM,90.73,13487.59,79.83,73.27
7/1/2024,12:00:00 PM,90.75,13470.37,78.08,73.33
7/1/2024,11:00:00 AM,90.72,13726.56,73.62,73.70
7/1/2024,10:00:00 AM,90.69,15127.33,68.28,73.67
7/1/2024,9:00:00 AM,90.68,16229.01,61.03,74.31
7/1/2024,8:00:00 AM,90.60,15597.26,62.31,74.18
7/1/2024,7:00:00 AM,90.64,15874.42,60.66,73.78
7/1/2024,6:00:00 AM,90.73,13717.33,61.10,74.56
7/1/2024,5:00:00 AM,90.76,13088.64,62.00,74.21
7/1/2024,4:00:00 AM,90.76,13238.25,n/a                  ,n/a                           
7/1/2024,3:00:00 AM,90.73,13627.06,61.00,74.28
7/1/2024,2:00:00 AM,90.77,12739.13,63.19,74.08
7/1/2024,1:00:00 AM,90.74,13751.68,64.36,73.99
7/1/2024,12:00:00 AM,90.73,14190.23,67.33,73.90
6/30/2024,11:00:00 PM,90.74,13429.37,72.03,73.78
6/30/2024,10:00:00 PM,90.75,12868.70,74.57,73.25
6/30/2024,9:00:00 PM,90.78,12111.85,74.23,71.64
6/30/2024,8:00:00 PM,90.75,11945.49,74.98,71.22
6/30/2024,7:00:00 PM,90.74,11738.88,78.03,70.71
6/30/2024,6:00:00 PM,90.77,11537.91,82.58,70.74
6/30/2024,5:00:00 PM,90.83,11143.84,83.78,71.23
6/30/2024,4:00:00 PM,90.80,11261.31,84.06,71.73
6/30/2024,3:00:00 PM,90.85,11254.11,85.33,71.72
6/30/2024,2:00:00 PM,90.86,11705.76,89.57,72.19
6/30/2024,1:00:00 PM,90.81,11789.63,91.33,72.29
6/30/2024,12:00:00 PM,90.73,11648.10,89.78,72.56
6/30/2024,11:00:00 AM,90.84,11486.66,86.59,73.42
6/30/2024,10:00:00 AM,90.82,12431.35,81.63,74.85
6/30/2024,9:00:00 AM,90.77,13091.41,72.16,75.23
6/30/2024,8:00:00 AM,90.75,13466.06,65.74,74.98
6/30/2024,7:00:00 AM,90.72,14247.39,65.00,75.27
6/30/2024,6:00:00 AM,90.74,12466.53,65.72,75.45
6/30/2024,5:00:00 AM,90.77,12407.95,66.36,75.03
6/30/2024,4:00:00 AM,90.78,13179.35,67.28,74.49
6/30/2024,3:00:00 AM,90.70,14173.24,68.16,74.70
6/30/2024,2:00:00 AM,90.76,13214.51,69.44,74.83
6/30/2024,1:00:00 AM,90.69,14912.92,70.86,74.23
6/30/2024,12:00:00 AM,90.76,13013.53,72.37,74.10
6/29/2024,11:00:00 PM,90.75,12516.19,74.44,73.97
6/29/2024,10:00:00 PM,90.75,12566.89,74.24,73.63
6/29/2024,9:00:00 PM,90.80,11992.42,73.54,73.25
6/29/2024,8:00:00 PM,90.81,11866.74,76.40,72.75
6/29/2024,7:00:00 PM,90.70,12315.56,78.43,72.73
6/29/2024,6:00:00 PM,90.81,11861.23,79.13,73.03
6/29/2024,5:00:00 PM,90.85,11799.64,79.00,73.41
6/29/2024,4:00:00 PM,90.75,12162.10,79.00,73.29
6/29/2024,3:00:00 PM,90.86,12184.69,79.29,73.97
6/29/2024,2:00:00 PM,90.79,12612.66,82.51,74.11
6/29/2024,1:00:00 PM,90.80,13071.36,81.36,74.47
6/29/2024,12:00:00 PM,90.75,14313.38,76.53,74.41
6/29/2024,11:00:00 AM,90.75,14228.75,73.11,74.91
6/29/2024,10:00:00 AM,90.72,15238.89,69.53,75.53
6/29/2024,9:00:00 AM,90.65,16392.63,61.83,75.78
6/29/2024,8:00:00 AM,90.65,16576.06,57.68,75.92
6/29/2024,7:00:00 AM,90.68,16389.27,56.22,76.03
6/29/2024,6:00:00 AM,90.75,14247.83,57.00,75.76
6/29/2024,5:00:00 AM,90.75,14273.85,57.00,75.62
6/29/2024,4:00:00 AM,90.74,14220.95,57.03,75.75
6/29/2024,3:00:00 AM,90.75,14078.41,58.48,74.99
6/29/2024,2:00:00 AM,90.75,13971.72,59.15,75.03
6/29/2024,1:00:00 AM,90.76,14053.64,61.05,74.76
6/29/2024,12:00:00 AM,90.74,14779.85,62.98,74.55
6/28/2024,11:00:00 PM,90.75,14290.05,64.90,74.24
6/28/2024,10:00:00 PM,90.72,15040.38,67.71,73.29
6/28/2024,9:00:00 PM,90.74,13891.36,70.28,72.92
6/28/2024,8:00:00 PM,90.76,13330.31,71.44,72.79
6/28/2024,7:00:00 PM,90.77,13067.28,72.00,72.93
6/28/2024,6:00:00 PM,90.76,13293.37,72.00,73.01
6/28/2024,5:00:00 PM,90.74,13922.17,72.00,72.69
6/28/2024,4:00:00 PM,90.73,14440.13,72.00,72.98
6/28/2024,3:00:00 PM,90.74,14027.19,71.51,72.85
6/28/2024,2:00:00 PM,90.70,14719.60,75.99,72.03
6/28/2024,1:00:00 PM,90.68,15145.43,75.42,71.27
6/28/2024,12:00:00 PM,90.69,15470.85,72.38,70.45
6/28/2024,11:00:00 AM,90.71,15360.97,71.33,70.62
6/28/2024,10:00:00 AM,90.74,15127.35,70.23,71.05
6/28/2024,9:00:00 AM,90.79,17525.07,60.54,71.86
6/28/2024,8:00:00 AM,89.43,20742.31,54.37,70.13
6/28/2024,7:00:00 AM,87.82,19595.01,54.15,68.41
6/28/2024,6:00:00 AM,90.62,17097.55,55.93,71.59
6/28/2024,5:00:00 AM,90.69,15035.03,58.75,71.89
6/28/2024,4:00:00 AM,90.73,14097.88,59.71,71.91
6/28/2024,3:00:00 AM,90.72,14219.71,60.64,71.40
6/28/2024,2:00:00 AM,90.73,13990.97,61.86,71.66
6/28/2024,1:00:00 AM,90.75,13757.26,62.44,71.94
6/28/2024,12:00:00 AM,90.71,14866.99,63.53,71.83
6/27/2024,11:00:00 PM,90.72,14601.03,66.54,71.97
6/27/2024,10:00:00 PM,90.72,14483.10,68.90,71.91
6/27/2024,9:00:00 PM,90.68,15682.63,70.28,71.88
6/27/2024,8:00:00 PM,90.73,13979.73,72.35,71.87
6/27/2024,7:00:00 PM,90.75,13031.83,75.23,71.17
6/27/2024,6:00:00 PM,90.75,12477.90,76.00,71.56
6/27/2024,5:00:00 PM,90.78,12866.40,74.87,71.59
6/27/2024,4:00:00 PM,90.76,12929.97,76.83,71.01
6/27/2024,3:00:00 PM,90.77,12422.57,78.83,70.71
6/27/2024,2:00:00 PM,90.77,13197.90,81.16,70.54
6/27/2024,1:00:00 PM,90.74,13546.14,82.08,70.93
6/27/2024,12:00:00 PM,90.76,12931.28,82.38,70.58
6/27/2024,11:00:00 AM,90.73,13811.74,78.56,70.55
6/27/2024,10:00:00 AM,90.68,15035.36,68.61,70.44
6/27/2024,9:00:00 AM,90.69,14382.51,67.43,69.88
6/27/2024,8:00:00 AM,90.71,14434.55,67.11,70.10
6/27/2024,7:00:00 AM,90.63,15822.11,63.20,69.88
6/27/2024,6:00:00 AM,90.71,13666.14,62.79,70.67
6/27/2024,5:00:00 AM,90.71,13651.30,62.57,70.88
6/27/2024,4:00:00 AM,90.73,13951.47,62.00,70.99
6/27/2024,3:00:00 AM,90.74,13270.92,62.41,71.10
6/27/2024,2:00:00 AM,90.74,12776.20,63.21,70.97
6/27/2024,1:00:00 AM,90.70,13549.09,64.50,70.85
6/27/2024,12:00:00 AM,90.53,14363.29,66.52,70.65
6/26/2024,11:00:00 PM,89.71,14693.76,69.00,69.72
6/26/2024,10:00:00 PM,90.69,14908.76,72.99,70.58
6/26/2024,9:00:00 PM,90.71,13558.52,75.56,70.59
6/26/2024,8:00:00 PM,90.81,12287.43,78.65,70.80
6/26/2024,7:00:00 PM,90.79,11937.66,79.95,71.20
6/26/2024,6:00:00 PM,90.79,12227.47,80.00,70.70
6/26/2024,5:00:00 PM,90.72,13331.81,79.34,70.88
6/26/2024,4:00:00 PM,90.79,12873.35,79.00,70.89
6/26/2024,3:00:00 PM,90.75,12429.32,79.00,71.23
6/26/2024,2:00:00 PM,90.76,12580.30,79.00,71.49
6/26/2024,1:00:00 PM,90.75,13240.15,82.01,71.20
6/26/2024,12:00:00 PM,90.72,13151.15,80.28,71.08
6/26/2024,11:00:00 AM,90.71,13947.38,72.92,71.74
6/26/2024,10:00:00 AM,90.67,14742.33,68.75,71.78
6/26/2024,9:00:00 AM,90.68,14730.15,67.02,71.91
6/26/2024,8:00:00 AM,90.67,15037.87,67.03,72.13
6/26/2024,7:00:00 AM,90.67,15615.22,66.52,71.96
6/26/2024,6:00:00 AM,90.69,14282.35,67.18,72.79
6/26/2024,5:00:00 AM,90.68,14199.03,68.18,73.02
6/26/2024,4:00:00 AM,90.71,13368.80,68.00,73.04
6/26/2024,3:00:00 AM,90.73,13510.51,68.47,72.96
6/26/2024,2:00:00 AM,90.69,14038.90,69.18,72.79
6/26/2024,1:00:00 AM,90.70,13933.75,71.06,72.89
6/26/2024,12:00:00 AM,90.70,13682.67,72.68,72.61
6/25/2024,11:00:00 PM,90.71,13758.42,74.63,72.42
6/25/2024,10:00:00 PM,90.72,13805.92,76.65,71.61
6/25/2024,9:00:00 PM,90.75,13069.29,76.13,71.32
6/25/2024,8:00:00 PM,90.76,12376.15,80.45,71.37
6/25/2024,7:00:00 PM,90.81,11967.63,82.00,71.83
