DATE        ,TIME            ,Steam Pressure Leaving Plant,Steam Flow Leaving the Plant,USU.Outside_Air_Temp ,USU.Facilities_Steam_Pressure 
10/16/2024,7:00:00 AM,88.45,23397.28,52.46,69.75
10/16/2024,6:00:00 AM,90.40,18584.67,53.20,72.36
10/16/2024,5:00:00 AM,90.74,17030.57,54.41,72.54
10/16/2024,4:00:00 AM,90.78,15487.72,55.27,72.61
10/16/2024,3:00:00 AM,90.79,15050.83,56.00,72.90
10/16/2024,2:00:00 AM,90.82,14784.37,57.03,72.98
10/16/2024,1:00:00 AM,90.80,15244.92,58.56,73.10
10/16/2024,12:00:00 AM,90.81,14783.71,59.54,73.08
10/15/2024,11:00:00 PM,90.78,16018.78,61.34,72.98
10/15/2024,10:00:00 PM,90.78,15680.27,62.00,72.88
10/15/2024,9:00:00 PM,90.78,15803.33,61.78,72.41
10/15/2024,8:00:00 PM,90.81,14966.08,61.08,72.42
10/15/2024,7:00:00 PM,90.80,15294.28,63.55,71.67
10/15/2024,6:00:00 PM,90.81,15056.75,66.48,70.86
10/15/2024,5:00:00 PM,90.83,15067.26,67.00,71.52
10/15/2024,4:00:00 PM,90.80,15950.65,65.81,72.09
10/15/2024,3:00:00 PM,90.82,15454.40,65.39,72.66
10/15/2024,2:00:00 PM,90.80,15985.99,64.83,72.88
10/15/2024,1:00:00 PM,90.81,15760.65,64.83,73.04
10/15/2024,12:00:00 PM,90.81,17608.54,60.92,72.96
10/15/2024,11:00:00 AM,93.45,18721.47,55.41,74.75
10/15/2024,10:00:00 AM,94.56,21464.24,52.00,76.27
10/15/2024,9:00:00 AM,90.65,23243.69,52.00,72.53
10/15/2024,8:00:00 AM,91.01,22548.03,52.00,72.78
10/15/2024,7:00:00 AM,90.62,23255.74,51.78,72.11
10/15/2024,6:00:00 AM,88.94,19574.12,53.00,70.33
10/15/2024,5:00:00 AM,90.74,16154.83,53.78,72.26
10/15/2024,4:00:00 AM,90.79,15194.92,54.54,72.15
10/15/2024,3:00:00 AM,90.81,14879.61,55.33,72.15
10/15/2024,2:00:00 AM,90.81,14514.94,56.38,72.13
10/15/2024,1:00:00 AM,90.80,15107.47,57.63,72.43
10/15/2024,12:00:00 AM,90.82,14876.83,59.42,72.92
10/14/2024,11:00:00 PM,90.76,16725.21,60.93,72.69
10/14/2024,10:00:00 PM,90.75,16651.81,62.38,72.30
10/14/2024,9:00:00 PM,90.77,15879.97,63.85,72.03
10/14/2024,8:00:00 PM,90.79,15668.92,64.00,71.99
10/14/2024,7:00:00 PM,90.83,14770.94,66.12,70.71
10/14/2024,6:00:00 PM,90.83,14704.15,66.91,70.18
10/14/2024,5:00:00 PM,90.83,14602.56,68.00,70.54
10/14/2024,4:00:00 PM,90.85,14605.58,67.83,70.63
10/14/2024,3:00:00 PM,90.83,14946.56,67.00,71.73
10/14/2024,2:00:00 PM,90.83,15258.06,67.14,71.56
10/14/2024,1:00:00 PM,90.98,15948.28,65.07,72.15
10/14/2024,12:00:00 PM,83.84,20949.58,61.05,64.09
10/14/2024,11:00:00 AM,82.02,21516.90,55.45,61.98
10/14/2024,10:00:00 AM,89.61,21337.87,53.38,70.27
10/14/2024,9:00:00 AM,81.85,27455.98,53.00,61.99
10/14/2024,8:00:00 AM,70.29,30772.46,52.33,50.23
10/14/2024,7:00:00 AM,78.59,23094.19,51.83,59.12
10/14/2024,6:00:00 AM,90.63,18493.76,52.32,72.43
10/14/2024,5:00:00 AM,90.75,16338.90,54.00,73.55
10/14/2024,4:00:00 AM,90.81,14979.03,54.87,73.24
10/14/2024,3:00:00 AM,90.81,15113.65,55.58,73.22
10/14/2024,2:00:00 AM,90.79,15428.64,55.01,72.72
10/14/2024,1:00:00 AM,90.80,14766.77,57.85,72.72
10/14/2024,12:00:00 AM,90.81,14523.19,59.42,72.85
10/13/2024,11:00:00 PM,90.82,14974.88,61.04,72.79
10/13/2024,10:00:00 PM,90.80,15152.17,62.47,72.83
10/13/2024,9:00:00 PM,90.83,14494.45,61.94,72.66
10/13/2024,8:00:00 PM,90.85,13433.78,61.36,72.58
10/13/2024,7:00:00 PM,90.84,13424.23,64.21,71.98
10/13/2024,6:00:00 PM,90.87,12924.95,66.00,71.85
10/13/2024,5:00:00 PM,90.88,13303.10,66.00,71.42
10/13/2024,4:00:00 PM,90.86,13808.24,65.23,71.98
10/13/2024,3:00:00 PM,90.86,13858.92,64.69,72.37
10/13/2024,2:00:00 PM,90.86,13718.05,65.88,72.13
10/13/2024,1:00:00 PM,90.83,14706.31,64.97,72.71
10/13/2024,12:00:00 PM,90.75,17238.95,61.78,72.63
10/13/2024,11:00:00 AM,90.68,18216.87,57.86,72.98
10/13/2024,10:00:00 AM,90.69,18359.58,52.57,73.48
10/13/2024,9:00:00 AM,90.68,18847.09,51.00,72.02
10/13/2024,8:00:00 AM,90.67,18965.88,51.00,71.97
10/13/2024,7:00:00 AM,90.64,18364.56,51.45,72.13
10/13/2024,6:00:00 AM,90.78,15905.99,52.88,71.55
10/13/2024,5:00:00 AM,90.80,15291.15,53.99,70.98
10/13/2024,4:00:00 AM,90.78,15549.69,54.38,71.18
10/13/2024,3:00:00 AM,90.80,14843.13,55.08,71.22
10/13/2024,2:00:00 AM,90.80,14949.33,56.23,71.38
10/13/2024,1:00:00 AM,90.81,14702.30,56.45,71.60
10/13/2024,12:00:00 AM,90.81,14788.50,59.03,71.83
10/12/2024,11:00:00 PM,90.81,15139.31,60.61,71.87
10/12/2024,10:00:00 PM,90.80,14945.52,62.48,71.65
10/12/2024,9:00:00 PM,90.84,14064.51,63.36,71.13
10/12/2024,8:00:00 PM,90.78,15440.74,64.28,70.95
10/12/2024,7:00:00 PM,90.80,14191.67,65.73,70.38
10/12/2024,6:00:00 PM,90.87,12989.39,66.98,70.38
10/12/2024,5:00:00 PM,90.87,13277.29,66.97,70.70
10/12/2024,4:00:00 PM,90.85,14148.56,65.67,70.74
10/12/2024,3:00:00 PM,90.84,14412.66,65.00,70.27
10/12/2024,2:00:00 PM,90.82,15311.92,65.00,70.75
10/12/2024,1:00:00 PM,90.79,15863.55,63.73,70.78
10/12/2024,12:00:00 PM,90.75,16803.56,61.27,71.04
10/12/2024,11:00:00 AM,90.71,18636.69,58.88,71.09
10/12/2024,10:00:00 AM,93.96,18210.37,53.81,73.81
10/12/2024,9:00:00 AM,89.61,21458.72,52.64,70.05
10/12/2024,8:00:00 AM,89.26,20382.85,52.62,70.16
10/12/2024,7:00:00 AM,90.60,18825.38,54.00,71.73
10/12/2024,6:00:00 AM,90.77,15824.10,54.07,71.53
10/12/2024,5:00:00 AM,90.77,15455.08,55.00,71.16
10/12/2024,4:00:00 AM,90.77,15615.24,55.23,71.59
10/12/2024,3:00:00 AM,90.80,14828.01,56.00,71.18
10/12/2024,2:00:00 AM,90.81,14824.22,56.58,71.27
10/12/2024,1:00:00 AM,90.80,15103.72,58.03,71.22
10/12/2024,12:00:00 AM,90.83,14441.42,59.46,71.69
10/11/2024,11:00:00 PM,90.59,17039.79,61.46,71.46
10/11/2024,10:00:00 PM,90.70,16535.58,63.39,71.14
10/11/2024,9:00:00 PM,90.76,16497.85,64.90,70.77
10/11/2024,8:00:00 PM,90.77,15982.20,66.00,70.64
10/11/2024,7:00:00 PM,90.80,15177.74,65.46,69.29
10/11/2024,6:00:00 PM,90.85,13598.16,69.09,69.25
10/11/2024,5:00:00 PM,90.87,13667.44,70.99,69.88
10/11/2024,4:00:00 PM,90.86,14134.54,71.35,70.43
10/11/2024,3:00:00 PM,90.86,14335.89,72.00,70.83
10/11/2024,2:00:00 PM,90.85,14982.70,72.77,71.06
10/11/2024,1:00:00 PM,90.82,15578.52,69.32,70.97
10/11/2024,12:00:00 PM,90.82,16874.03,64.61,70.95
10/11/2024,11:00:00 AM,92.74,19064.44,59.84,72.49
10/11/2024,10:00:00 AM,89.99,21390.60,55.71,70.18
10/11/2024,9:00:00 AM,90.63,23032.66,53.06,71.77
10/11/2024,8:00:00 AM,88.53,23071.68,53.88,68.78
10/11/2024,7:00:00 AM,88.65,20280.12,55.93,69.04
10/11/2024,6:00:00 AM,90.73,16589.20,57.92,71.53
10/11/2024,5:00:00 AM,90.80,14906.82,57.68,71.82
10/11/2024,4:00:00 AM,90.87,13410.42,58.58,71.93
10/11/2024,3:00:00 AM,90.84,13692.19,59.24,71.66
10/11/2024,2:00:00 AM,90.85,13469.22,60.31,71.93
10/11/2024,1:00:00 AM,90.80,15219.80,60.26,72.20
10/11/2024,12:00:00 AM,90.81,15019.85,59.66,72.54
10/10/2024,11:00:00 PM,90.81,15643.72,62.94,72.55
10/10/2024,10:00:00 PM,90.77,16295.40,64.22,72.25
10/10/2024,9:00:00 PM,90.79,15526.83,65.42,72.24
10/10/2024,8:00:00 PM,90.82,15094.44,64.39,71.40
10/10/2024,7:00:00 PM,90.80,15184.53,64.73,70.51
10/10/2024,6:00:00 PM,90.82,14750.31,67.70,70.62
10/10/2024,5:00:00 PM,90.86,13884.55,68.00,71.23
10/10/2024,4:00:00 PM,90.86,14089.71,68.28,70.68
10/10/2024,3:00:00 PM,90.84,14464.78,67.20,71.10
10/10/2024,2:00:00 PM,90.77,16689.81,65.02,70.21
10/10/2024,1:00:00 PM,90.76,17023.71,64.75,70.89
10/10/2024,12:00:00 PM,90.74,17205.73,63.94,71.38
10/10/2024,11:00:00 AM,90.70,18576.99,59.81,71.16
10/10/2024,10:00:00 AM,89.61,19663.30,56.91,70.52
10/10/2024,9:00:00 AM,89.50,21355.02,55.12,70.66
10/10/2024,8:00:00 AM,90.08,22181.62,55.67,71.54
10/10/2024,7:00:00 AM,87.97,19612.55,56.45,68.59
10/10/2024,6:00:00 AM,90.74,16758.27,56.00,72.09
10/10/2024,5:00:00 AM,90.78,15555.61,56.00,72.53
10/10/2024,4:00:00 AM,90.81,14804.77,56.38,72.18
10/10/2024,3:00:00 AM,90.84,14053.24,57.49,72.50
10/10/2024,2:00:00 AM,90.83,14409.31,58.25,72.67
10/10/2024,1:00:00 AM,90.81,14840.35,59.27,72.91
10/10/2024,12:00:00 AM,90.80,15260.75,60.87,72.83
10/9/2024,11:00:00 PM,90.75,16182.09,62.48,72.42
10/9/2024,10:00:00 PM,90.80,15697.88,63.55,72.27
10/9/2024,9:00:00 PM,90.80,15405.91,63.46,72.03
10/9/2024,8:00:00 PM,90.78,16100.78,63.21,71.32
10/9/2024,7:00:00 PM,90.85,14074.90,66.63,70.68
10/9/2024,6:00:00 PM,90.86,13780.41,68.72,71.23
10/9/2024,5:00:00 PM,90.84,14234.13,69.00,71.73
10/9/2024,4:00:00 PM,90.85,13962.85,68.43,71.30
10/9/2024,3:00:00 PM,90.85,14981.50,68.00,71.91
10/9/2024,2:00:00 PM,90.83,15491.12,68.98,72.33
10/9/2024,1:00:00 PM,90.89,15949.33,67.48,71.94
10/9/2024,12:00:00 PM,90.40,16442.89,62.73,70.78
10/9/2024,11:00:00 AM,90.75,17615.14,59.88,71.95
10/9/2024,10:00:00 AM,93.15,19218.79,53.96,74.48
10/9/2024,9:00:00 AM,89.78,22269.78,52.55,71.18
10/9/2024,8:00:00 AM,89.23,23471.68,52.69,70.69
10/9/2024,7:00:00 AM,85.68,22886.22,n/a                  ,n/a                           
10/9/2024,6:00:00 AM,90.33,19052.63,n/a                  ,n/a                           
10/9/2024,5:00:00 AM,90.75,17271.03,n/a                  ,n/a                           
10/9/2024,4:00:00 AM,90.78,15566.20,n/a                  ,n/a                           
10/9/2024,3:00:00 AM,90.82,14809.94,56.03,73.55
10/9/2024,2:00:00 AM,90.83,14590.60,57.00,73.51
10/9/2024,1:00:00 AM,90.84,14397.67,57.44,73.49
10/9/2024,12:00:00 AM,90.82,14967.80,58.80,73.12
10/8/2024,11:00:00 PM,90.80,15783.90,61.92,73.01
10/8/2024,10:00:00 PM,90.82,15486.76,63.04,72.96
10/8/2024,9:00:00 PM,90.81,15225.66,62.58,72.50
10/8/2024,8:00:00 PM,90.79,15989.00,62.24,71.72
10/8/2024,7:00:00 PM,90.87,14139.61,64.50,70.33
10/8/2024,6:00:00 PM,90.84,14890.82,67.39,70.60
10/8/2024,5:00:00 PM,90.86,14618.19,67.13,70.57
10/8/2024,4:00:00 PM,87.23,15947.30,67.00,68.06
10/8/2024,3:00:00 PM,86.65,15087.41,67.00,68.62
10/8/2024,2:00:00 PM,87.79,15154.03,67.68,70.33
10/8/2024,1:00:00 PM,90.67,15491.92,65.81,72.52
10/8/2024,12:00:00 PM,91.16,16550.48,60.08,73.07
10/8/2024,11:00:00 AM,90.04,19128.00,57.03,72.11
10/8/2024,10:00:00 AM,90.24,20915.52,52.11,72.03
10/8/2024,9:00:00 AM,90.25,22914.53,51.06,71.89
10/8/2024,8:00:00 AM,89.97,23599.97,50.00,71.18
10/8/2024,7:00:00 AM,89.81,22676.23,50.77,70.84
10/8/2024,6:00:00 AM,89.63,19464.68,51.00,71.57
10/8/2024,5:00:00 AM,89.76,16771.91,51.63,71.71
10/8/2024,4:00:00 AM,90.09,15881.39,52.97,72.01
10/8/2024,3:00:00 AM,89.32,15820.53,53.88,70.41
10/8/2024,2:00:00 AM,89.87,15042.87,55.20,71.42
10/8/2024,1:00:00 AM,90.00,15120.35,57.22,71.71
10/8/2024,12:00:00 AM,89.79,14723.49,58.61,71.77
10/7/2024,11:00:00 PM,90.31,15781.01,60.43,72.13
10/7/2024,10:00:00 PM,90.59,18095.89,62.07,72.02
10/7/2024,9:00:00 PM,89.79,16969.94,63.61,70.84
10/7/2024,8:00:00 PM,89.90,16795.22,63.41,70.56
10/7/2024,7:00:00 PM,89.74,14297.63,66.91,70.04
10/7/2024,6:00:00 PM,90.19,13905.92,68.00,70.73
10/7/2024,5:00:00 PM,89.92,13685.75,68.00,70.68
10/7/2024,4:00:00 PM,90.04,13725.31,67.19,70.97
10/7/2024,3:00:00 PM,90.11,14951.70,66.10,71.22
10/7/2024,2:00:00 PM,89.94,16711.78,67.00,71.20
10/7/2024,1:00:00 PM,89.98,16303.53,65.43,70.95
10/7/2024,12:00:00 PM,90.28,18314.85,62.93,70.67
10/7/2024,11:00:00 AM,90.06,19713.15,58.63,70.55
10/7/2024,10:00:00 AM,90.51,20947.22,53.30,71.67
10/7/2024,9:00:00 AM,90.15,22800.64,51.21,70.60
10/7/2024,8:00:00 AM,89.60,21792.72,52.43,69.79
10/7/2024,7:00:00 AM,89.82,21018.92,53.46,70.19
10/7/2024,6:00:00 AM,89.53,17158.91,53.00,70.72
10/7/2024,5:00:00 AM,90.17,16215.40,53.32,71.94
10/7/2024,4:00:00 AM,90.04,16308.94,54.00,72.03
10/7/2024,3:00:00 AM,89.99,14923.76,54.99,72.07
10/7/2024,2:00:00 AM,89.70,14835.15,56.10,71.14
10/7/2024,1:00:00 AM,89.78,15206.31,56.41,71.18
10/7/2024,12:00:00 AM,90.29,14881.14,57.77,71.81
10/6/2024,11:00:00 PM,90.18,15549.10,60.05,71.73
10/6/2024,10:00:00 PM,89.62,15347.18,60.83,70.77
10/6/2024,9:00:00 PM,89.75,13690.97,59.66,70.53
10/6/2024,8:00:00 PM,90.22,14064.56,60.88,70.75
10/6/2024,7:00:00 PM,89.89,13072.65,63.70,69.77
10/6/2024,6:00:00 PM,89.98,12826.04,65.36,70.41
10/6/2024,5:00:00 PM,90.12,13298.34,66.00,70.89
10/6/2024,4:00:00 PM,89.87,13177.99,65.80,71.13
10/6/2024,3:00:00 PM,90.22,13690.46,65.00,71.55
10/6/2024,2:00:00 PM,90.15,14270.28,66.54,71.47
10/6/2024,1:00:00 PM,90.11,14754.66,65.73,71.53
10/6/2024,12:00:00 PM,90.46,16695.47,63.10,72.30
10/6/2024,11:00:00 AM,89.96,18242.53,57.00,72.15
10/6/2024,10:00:00 AM,89.82,18777.22,50.68,72.03
10/6/2024,9:00:00 AM,90.14,19288.83,49.00,71.93
10/6/2024,8:00:00 AM,89.93,19281.15,49.00,71.98
10/6/2024,7:00:00 AM,89.60,18906.00,49.00,71.79
10/6/2024,6:00:00 AM,89.91,16456.96,50.05,71.78
10/6/2024,5:00:00 AM,89.79,15322.10,51.28,72.09
10/6/2024,4:00:00 AM,90.08,14952.24,52.46,72.53
10/6/2024,3:00:00 AM,90.09,15222.01,53.51,72.08
10/6/2024,2:00:00 AM,90.10,16324.96,54.53,72.23
10/6/2024,1:00:00 AM,90.18,15537.85,55.96,72.13
10/6/2024,12:00:00 AM,90.18,15827.92,57.00,72.16
10/5/2024,11:00:00 PM,90.15,15771.99,57.00,71.85
10/5/2024,10:00:00 PM,90.19,15176.89,57.00,71.58
10/5/2024,9:00:00 PM,89.13,15386.56,61.42,70.27
10/5/2024,8:00:00 PM,89.98,14018.70,64.20,70.81
10/5/2024,7:00:00 PM,90.05,13961.90,66.06,70.32
10/5/2024,6:00:00 PM,90.01,13266.34,67.00,69.76
10/5/2024,5:00:00 PM,90.16,13682.14,67.28,69.76
10/5/2024,4:00:00 PM,89.81,14311.67,68.00,69.88
10/5/2024,3:00:00 PM,90.14,14635.37,68.26,70.58
10/5/2024,2:00:00 PM,90.20,15736.81,70.52,71.13
10/5/2024,1:00:00 PM,90.24,15526.99,71.28,71.07
10/5/2024,12:00:00 PM,90.12,16207.25,67.68,70.89
10/5/2024,11:00:00 AM,90.14,17156.65,62.83,71.30
10/5/2024,10:00:00 AM,89.25,15976.06,59.36,70.13
10/5/2024,9:00:00 AM,90.70,16513.13,54.30,72.05
10/5/2024,8:00:00 AM,89.85,17220.26,55.33,70.96
10/5/2024,7:00:00 AM,89.54,15907.92,55.07,71.08
10/5/2024,6:00:00 AM,89.77,14756.22,55.23,71.53
10/5/2024,5:00:00 AM,89.94,13688.40,58.26,71.60
10/5/2024,4:00:00 AM,89.98,14808.74,58.88,71.63
10/5/2024,3:00:00 AM,90.07,12626.24,57.48,71.52
10/5/2024,2:00:00 AM,90.22,13246.52,57.50,71.77
10/5/2024,1:00:00 AM,89.89,13583.52,60.09,71.32
10/5/2024,12:00:00 AM,90.36,13530.56,62.66,71.90
10/4/2024,11:00:00 PM,90.39,14490.35,64.00,72.01
10/4/2024,10:00:00 PM,89.65,15032.05,64.79,71.08
10/4/2024,9:00:00 PM,90.01,16121.33,65.62,70.83
10/4/2024,8:00:00 PM,89.40,14934.78,67.87,69.98
10/4/2024,7:00:00 PM,89.92,13394.15,69.87,70.18
10/4/2024,6:00:00 PM,90.10,14003.76,71.54,70.57
10/4/2024,5:00:00 PM,90.02,12683.92,72.67,71.37
10/4/2024,4:00:00 PM,90.33,13076.74,70.91,71.26
10/4/2024,3:00:00 PM,90.25,14622.88,68.54,71.16
10/4/2024,2:00:00 PM,90.09,16318.76,69.00,71.81
10/4/2024,1:00:00 PM,89.92,16859.85,67.26,71.48
10/4/2024,12:00:00 PM,90.59,19051.89,63.37,72.30
10/4/2024,11:00:00 AM,89.99,19821.25,58.86,71.31
10/4/2024,10:00:00 AM,89.98,21050.62,52.49,70.64
10/4/2024,9:00:00 AM,90.03,22333.59,50.22,71.33
10/4/2024,8:00:00 AM,90.07,23282.91,48.97,71.31
10/4/2024,7:00:00 AM,89.66,22224.58,50.78,71.02
10/4/2024,6:00:00 AM,89.67,18834.17,51.67,71.48
10/4/2024,5:00:00 AM,89.85,18240.62,52.62,71.42
10/4/2024,4:00:00 AM,90.01,17037.06,53.71,71.18
10/4/2024,3:00:00 AM,90.02,16594.50,53.37,71.19
10/4/2024,2:00:00 AM,89.83,16956.06,54.49,71.93
10/4/2024,1:00:00 AM,89.95,15528.79,56.23,72.33
10/4/2024,12:00:00 AM,90.24,15234.94,57.92,72.83
10/3/2024,11:00:00 PM,90.21,15673.44,59.66,72.55
10/3/2024,10:00:00 PM,90.26,16454.08,60.55,72.33
10/3/2024,9:00:00 PM,89.37,17375.12,61.00,70.81
10/3/2024,8:00:00 PM,90.24,16186.97,60.41,71.29
10/3/2024,7:00:00 PM,89.64,15976.38,62.71,69.63
10/3/2024,6:00:00 PM,90.08,15815.17,64.00,70.27
10/3/2024,5:00:00 PM,89.89,15825.16,64.00,70.62
10/3/2024,4:00:00 PM,90.23,15962.95,64.03,71.23
10/3/2024,3:00:00 PM,90.08,15612.81,64.81,70.73
10/3/2024,2:00:00 PM,90.16,16680.65,65.67,71.50
10/3/2024,1:00:00 PM,90.27,17768.83,64.33,71.40
10/3/2024,12:00:00 PM,90.31,19417.07,62.02,65.28
10/3/2024,11:00:00 AM,89.77,20485.01,58.58,70.93
10/3/2024,10:00:00 AM,90.14,21627.97,50.93,70.15
10/3/2024,9:00:00 AM,90.36,23744.03,48.39,70.63
10/3/2024,8:00:00 AM,90.33,25932.43,49.54,69.16
10/3/2024,7:00:00 AM,89.15,23676.97,50.08,68.45
10/3/2024,6:00:00 AM,89.71,19035.63,50.68,69.85
10/3/2024,5:00:00 AM,89.91,17130.91,52.67,70.47
10/3/2024,4:00:00 AM,89.84,15581.44,53.81,70.03
10/3/2024,3:00:00 AM,90.01,15521.86,54.76,70.56
10/3/2024,2:00:00 AM,89.97,14986.17,55.00,70.95
10/3/2024,1:00:00 AM,89.78,14956.67,55.00,70.81
10/3/2024,12:00:00 AM,90.12,15651.40,55.88,71.39
10/2/2024,11:00:00 PM,90.52,16403.08,59.72,71.94
10/2/2024,10:00:00 PM,90.10,16956.85,61.07,71.52
10/2/2024,9:00:00 PM,89.17,16352.98,63.40,70.71
10/2/2024,8:00:00 PM,90.20,16095.11,64.40,70.83
10/2/2024,7:00:00 PM,89.93,14743.85,65.28,69.28
10/2/2024,6:00:00 PM,89.97,14349.15,66.78,69.39
10/2/2024,5:00:00 PM,89.80,14114.05,68.00,69.41
10/2/2024,4:00:00 PM,90.14,14476.51,67.34,69.51
10/2/2024,3:00:00 PM,89.87,14369.87,67.89,70.01
10/2/2024,2:00:00 PM,90.14,15027.95,68.96,71.36
10/2/2024,1:00:00 PM,90.19,14886.95,67.90,71.66
10/2/2024,12:00:00 PM,90.39,16720.40,63.90,71.30
10/2/2024,11:00:00 AM,90.52,19458.50,58.64,68.49
10/2/2024,10:00:00 AM,89.94,22088.76,50.65,67.84
10/2/2024,9:00:00 AM,90.57,25355.21,48.38,68.75
10/2/2024,8:00:00 AM,89.71,26737.47,47.49,67.08
10/2/2024,7:00:00 AM,89.70,25117.40,48.90,67.83
10/2/2024,6:00:00 AM,89.34,21032.89,49.63,69.04
10/2/2024,5:00:00 AM,90.14,17478.65,51.05,70.09
10/2/2024,4:00:00 AM,89.97,16140.31,52.00,70.40
10/2/2024,3:00:00 AM,89.68,15817.03,52.88,71.13
10/2/2024,2:00:00 AM,90.05,17065.41,53.39,71.73
10/2/2024,1:00:00 AM,89.91,17028.40,54.48,72.03
10/2/2024,12:00:00 AM,90.19,16007.34,56.18,72.44
10/1/2024,11:00:00 PM,90.15,17462.63,57.52,72.54
10/1/2024,10:00:00 PM,90.28,17661.22,58.00,72.09
10/1/2024,9:00:00 PM,89.54,17542.96,58.00,70.74
10/1/2024,8:00:00 PM,89.94,15761.72,59.03,71.11
10/1/2024,7:00:00 PM,90.06,15752.71,61.58,68.97
10/1/2024,6:00:00 PM,89.76,15104.13,63.00,69.01
10/1/2024,5:00:00 PM,90.17,15215.06,63.00,70.04
10/1/2024,4:00:00 PM,89.84,14405.44,63.22,70.23
10/1/2024,3:00:00 PM,90.18,15062.52,62.28,71.35
10/1/2024,2:00:00 PM,90.18,16385.92,62.58,71.29
10/1/2024,1:00:00 PM,90.03,18265.27,61.54,71.36
10/1/2024,12:00:00 PM,90.00,18843.28,57.17,69.38
10/1/2024,11:00:00 AM,90.48,21217.97,53.36,70.91
10/1/2024,10:00:00 AM,89.98,23993.42,46.78,70.30
10/1/2024,9:00:00 AM,90.89,26634.51,43.10,71.03
10/1/2024,8:00:00 AM,89.66,27386.99,44.78,70.09
10/1/2024,7:00:00 AM,89.45,26114.96,45.00,69.90
10/1/2024,6:00:00 AM,89.78,21293.44,45.55,69.88
10/1/2024,5:00:00 AM,90.21,19955.94,47.07,70.41
10/1/2024,4:00:00 AM,89.35,17409.44,48.51,69.78
10/1/2024,3:00:00 AM,90.10,17347.38,49.28,71.06
10/1/2024,2:00:00 AM,89.69,15373.10,49.28,69.48
10/1/2024,1:00:00 AM,90.32,16010.07,49.29,70.08
10/1/2024,12:00:00 AM,89.99,17490.06,50.55,69.87
9/30/2024,11:00:00 PM,90.13,18930.46,53.26,69.85
9/30/2024,10:00:00 PM,90.05,18315.77,55.18,70.13
9/30/2024,9:00:00 PM,89.77,18432.92,56.28,69.28
9/30/2024,8:00:00 PM,90.20,18666.91,58.09,69.86
9/30/2024,7:00:00 PM,89.76,16786.02,61.53,69.80
9/30/2024,6:00:00 PM,90.04,16275.53,63.00,70.15
9/30/2024,5:00:00 PM,89.86,15851.10,64.29,70.05
9/30/2024,4:00:00 PM,89.85,15878.88,63.65,69.21
9/30/2024,3:00:00 PM,90.06,15519.65,62.41,68.88
9/30/2024,2:00:00 PM,89.88,15930.81,64.95,68.37
9/30/2024,1:00:00 PM,90.60,17087.58,64.42,70.38
9/30/2024,12:00:00 PM,89.99,18870.21,59.77,69.83
9/30/2024,11:00:00 AM,90.15,19277.52,56.53,70.42
9/30/2024,10:00:00 AM,89.82,21170.85,52.48,69.09
9/30/2024,9:00:00 AM,90.14,20791.85,51.39,69.88
9/30/2024,8:00:00 AM,89.83,20654.24,51.63,68.85
9/30/2024,7:00:00 AM,89.67,19127.26,52.53,69.15
9/30/2024,6:00:00 AM,90.50,17370.05,54.52,70.17
9/30/2024,5:00:00 AM,89.37,15097.70,56.41,69.87
9/30/2024,4:00:00 AM,89.83,14584.63,57.03,70.08
9/30/2024,3:00:00 AM,90.14,14893.67,58.43,70.51
9/30/2024,2:00:00 AM,89.82,14101.06,60.03,69.92
9/30/2024,1:00:00 AM,89.89,14403.42,61.78,69.98
9/30/2024,12:00:00 AM,90.13,13551.94,63.02,69.83
9/29/2024,11:00:00 PM,89.85,13905.14,66.38,69.12
9/29/2024,10:00:00 PM,90.21,12684.06,69.00,68.36
9/29/2024,9:00:00 PM,90.04,11657.22,69.00,67.83
9/29/2024,8:00:00 PM,89.68,12412.94,69.96,67.58
9/29/2024,7:00:00 PM,90.05,11260.78,72.18,68.36
9/29/2024,6:00:00 PM,90.02,11938.85,74.52,68.82
9/29/2024,5:00:00 PM,89.97,11656.76,77.14,69.10
9/29/2024,4:00:00 PM,90.05,11613.39,78.53,69.83
9/29/2024,3:00:00 PM,89.97,11351.74,79.64,70.13
9/29/2024,2:00:00 PM,89.87,11573.88,83.44,69.03
9/29/2024,1:00:00 PM,90.14,12471.37,84.71,69.12
9/29/2024,12:00:00 PM,90.06,11891.01,81.10,69.71
9/29/2024,11:00:00 AM,89.91,12745.15,73.98,69.76
9/29/2024,10:00:00 AM,90.12,13570.79,66.67,70.05
9/29/2024,9:00:00 AM,89.90,13827.24,63.23,69.69
9/29/2024,8:00:00 AM,90.02,14422.46,63.00,69.61
9/29/2024,7:00:00 AM,89.99,13841.05,63.50,70.08
9/29/2024,6:00:00 AM,90.04,12947.63,62.10,70.86
9/29/2024,5:00:00 AM,90.05,12153.92,63.36,71.08
9/29/2024,4:00:00 AM,89.94,12488.81,63.10,70.95
9/29/2024,3:00:00 AM,89.87,12613.06,64.28,70.64
9/29/2024,2:00:00 AM,90.11,12319.34,65.00,70.82
9/29/2024,1:00:00 AM,89.93,12545.20,63.81,70.66
9/29/2024,12:00:00 AM,89.87,12696.58,65.92,70.33
9/28/2024,11:00:00 PM,90.15,14120.99,69.43,69.50
9/28/2024,10:00:00 PM,89.68,12557.96,70.71,68.58
9/28/2024,9:00:00 PM,90.26,12443.91,71.43,68.28
9/28/2024,8:00:00 PM,90.13,13045.22,69.94,68.07
9/28/2024,7:00:00 PM,89.96,11756.31,73.03,68.28
